,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?
182,693.0,Ruislip Manor,1477487.0,1551889.0,1560302.0,1568684.0,1599750.0,1691520.0,1774400.0,1975295.0,2005866.9999999998,1993852.0,1943537.0,1872804.0,1893831.0,988143.0,839242.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
183,694.0,Russell Square,13592202.0,13593560.0,14045262.0,14182721.0,14728330.0,13436431.0,12951499.0,13076625.0,13328942.0,12345236.0,10853914.0,11896108.0,12274252.0,2744465.0,3655414.0,Piccadilly,London Underground,Yes,,,,Yes
184,695.0,St. James's Park,13084320.0,13189508.0,13424654.0,13300266.0,13496515.0,14261759.0,14726104.0,15730145.0,15698186.0,14934536.0,13664987.0,14169247.0,14479978.0,2919119.0,3901970.0,"Circle, District",London Underground,Yes,,,,No
185,696.0,St. John's Wood,6650563.0,6660483.0,6523142.0,6371793.0,6741698.0,7067985.0,7269493.0,7617570.0,7879484.0,7791962.0,7399877.0,7480779.0,7610612.0,4113555.0,3464027.0,Jubilee,London Underground,Yes,,,,Yes
186,697.0,St. Paul's,13230664.0,12945684.0,14154562.0,16155148.0,17084479.0,15048402.0,16439098.999999998,17538974.0,17371372.0,18422362.0,16417294.0,12081030.0,15815893.0,3861774.0,5359932.0,Central,London Underground,Yes,,,,Yes
187,698.0,Seven Sisters,13530879.0,13337507.0,12384660.0,12431276.0,12527651.0,13251478.0,14464440.0,15968957.0,17522713.0,18605749.0,27713217.0,26985722.0,26467010.0,14879945.0,12496696.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
188,699.0,Shadwell,1787127.0,,,,,,,,,,,,,,,,,,,,,
189,700.0,Shepherd's Bush LU,12136319.0,20725029.0,18962171.0,21707878.0,21594508.0,21896486.0,22872181.0,22869844.0,22257246.0,22848359.0,21410922.0,19408053.0,20081602.0,6283854.0,7584135.0,Central,London Underground,Yes,,,,Yes
190,701.0,Shoreditch,0.0,,,,,,,,,,,,,,,,,,,,,
191,702.0,Sloane Square,13909926.0,14792555.0,14417460.0,14742700.0,14940194.0,16510040.0,16560260.0,16761977.000000002,17197513.0,17147936.0,16372926.0,15929561.0,16585916.0,6276139.0,7380128.0,"Circle, District",London Underground,Yes,,,,No
192,703.0,Snaresbrook,2159779.0,2224189.0,2432618.0,2424610.0,2597942.0,2540095.0,2588391.0,2781855.0,2674477.0,2694225.0,2787010.0,2298797.0,2378289.0,1185716.0,1083968.0,Central,London Underground,Yes,,,,Yes
193,704.0,South Ealing,3446051.0,3356787.0,3341679.0,3307943.0,3324302.0,3313275.0,3476673.0,3700360.0,3699819.0,3617189.0,3477368.0,3357981.0,3518542.0,1630782.0,1495186.0,Piccadilly,London Underground,Yes,,,,Yes
194,705.0,Southfields,5741359.0,5630768.0,5511411.0,5213264.0,5256987.0,5576358.0,5789944.0,6134110.0,6173897.0,6275587.0,5732747.0,5747476.0,5860615.0,2902818.0,2695552.0,District,London Underground,Yes,,,,No
195,706.0,Southgate,4805448.0,5052796.0,4959760.0,4905097.0,4912117.0,4875798.0,5386357.0,5633661.0,5555527.0,5647834.0,5304983.0,5170481.0,5429160.0,2705625.0,2312226.0,Piccadilly,London Underground,Yes,,,,Yes
196,707.0,South Harrow,2176973.0,2188549.0,2272054.0,2396030.0,2279634.0,2262264.0,2287706.0,2503648.0,2583973.0,2484237.0,2107487.0,2081548.0,2167602.0,1581956.0,1013772.0,Piccadilly,London Underground,Yes,,,,No
197,708.0,South Kensington,28250681.0,28482536.0,28242853.0,29776473.0,30608404.0,32495510.000000004,32751295.0,36461844.0,33869744.0,33603151.0,31994140.0,32056414.0,33071847.0,9805549.0,10824383.0,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes
198,709.0,South Kenton,805794.0,821139.0,853173.0,918728.0,957880.0,970928.0,1022501.0000000001,1102908.0,957195.0,1170483.0,1731221.0,1942355.0,1976241.0,1254611.0,911326.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
199,710.0,South Ruislip,1521532.0,1611823.0,1607383.0,1679673.0,1756903.0,1705535.0,1766082.0,1760835.0,1718085.0,1758094.0,1926405.0,1895804.0,1952608.0,992838.0,888276.0,Central,London Underground,Yes,,,,No
200,711.0,South Wimbledon,3719906.0,3679883.0,3800395.0,3596638.0,3750495.0,3704405.0,3788099.0,4280132.0,4570440.0,4759428.0,4627559.0,4626925.0,4654244.0,1992804.0,1937293.0,Northern,London Underground,Yes,,,,Yes
201,712.0,South Woodford,3710727.0,3836957.0,4093423.9999999995,3979196.0,4394000.0,4329645.0,4590459.0,5031350.0,5148679.0,5247294.0,5022133.0,4876210.0,5271035.0,2308574.0,2380524.0,Central,London Underground,Yes,,,,Yes
202,713.0,Stamford Brook,2779517.0,2641311.0,2433403.0,2495712.0,2522560.0,2628332.0,2664997.0,2672587.0,2695977.0,2700007.0,2557655.0,2621529.0,2749841.0,1317072.0,1223866.0,District,London Underground,Yes,,,,No
203,714.0,Stanmore,2827923.0,2779443.0,2781462.0,2680914.0,3021276.0,3364355.0,3542897.0,3891298.0,3973686.0,4040588.9999999995,3717315.0,3762665.0,3853243.0,2021467.0,1729034.0,Jubilee,London Underground,Yes,,,,Yes
204,715.0,Stepney Green,4033106.0,4400095.0,4137889.9999999995,4128661.0,4377706.0,4678837.0,5002409.0,5427571.0,5846372.0,6411775.0,6023114.0,6081225.0,5988691.0,2463108.0,2707641.0,"District, Hammersmith & City",London Underground,Yes,,,,No
205,716.0,Stockwell,7995154.0,8361504.999999999,7866633.0,8044986.0,8331776.0,8871894.0,9424813.0,10520406.0,11082161.0,11423478.0,11089126.0,10565894.0,11075026.0,5370518.0,4614856.0,"Northern, Victoria",London Underground,Yes,,,,Yes
206,717.0,Stonebridge Park,2083727.9999999998,2127817.0,2395880.0,2365091.0,2590700.0,2482229.0,2544366.0,2610664.0,2674890.0,2530036.0,3167614.0,3146167.0,3179390.0,2451145.0,1677652.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
207,718.0,Charing Cross LU,22296949.0,23392922.0,22841977.0,21394728.0,19513237.0,18524648.0,18634461.0,21301822.0,20690327.0,8126588.0,18476801.0,18895518.0,19477585.0,3400411.0,7154835.0,"Bakerloo, Northern",London Underground,Yes,,,,Yes
208,719.0,Stratford,25627136.0,27231042.0,26989730.0,29819454.0,48571300.0,50962909.0,54503326.0,59308320.0,61442630.0,67047270.0,111539219.0,112577515.0,118564624.0,53788483.0,63439192.0,"Central, DLR, Jubilee, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,Yes,Yes
209,720.0,Sudbury Hill,2211931.0,2112878.0,2008125.9999999998,1959018.0,2006325.0,2032858.0,2007949.0,2211298.0,2217946.0,1976543.0,1790959.0,1776550.0,1910960.0,1451606.0,889529.0,Piccadilly,London Underground,Yes,,,,No
210,721.0,Sudbury Town,2294070.0,2243667.0,2160860.0,2116902.0,2055910.0,2009717.0000000002,1979322.0,2103309.0,2179203.0,1996547.0,1718575.0,1654830.0,1825805.0,1278124.0,835671.0,Piccadilly,London Underground,Yes,,,,No
211,722.0,Surrey Quays,2455871.0,,,,,,,,,,,,,,,,,,,,,
212,723.0,Swiss Cottage,7243521.0,7061453.0,6649182.0,6203295.0,6906412.0,7526301.0,7834077.0,7282024.0,7710830.0,7578603.0,7369274.0,7034394.0,7130168.0,2891037.0,3001198.0,Jubilee,London Underground,Yes,,,,Yes
213,724.0,Temple,7349176.0,6774893.0,9641579.0,9398053.0,9991846.0,7823576.0,7922122.0,8135916.0,8595799.0,8223970.0,8561001.0,8957017.0,8743279.0,1323354.0,3070900.0,"Circle, District",London Underground,Yes,,,,No
214,725.0,Theydon Bois,641192.0,652426.0,673868.0,661956.0,739823.0,746456.0,823919.0,849834.0,854702.0,850065.0,905705.0,889000.0,896336.0,493721.0,423967.0,Central,London Underground,Yes,,,,No
215,726.0,Tooting Bec,7092733.0,6993579.0,6427816.0,6299985.0,6560405.0,6859327.0,6901892.0,7557957.0,7933544.0,7922887.0,7658810.0,7570365.0,7670661.0,3509976.0,3610529.0,Northern,London Underground,Yes,,,,Yes
216,727.0,Tooting Broadway,13185596.0,12996852.0,12975326.0,12868034.0,13039799.0,13228547.0,13505007.0,15114746.0,15737978.0,15922071.0,15371262.0,15218284.0,15427848.0,8102118.0,6892544.0,Northern,London Underground,Yes,,,,Yes
217,728.0,Tottenham Court Road,37288905.0,36573797.0,34869429.0,34548887.0,23990548.0,36013489.0,38063296.0,36762272.0,16249800.0,39346254.0,39193558.0,38649304.0,41988765.0,6045302.0,16036231.0,"Central, Northern, TfL Rail",London Underground,Yes,Yes,,,Yes
218,729.0,Tottenham Hale LU,7700322.0,8347791.000000001,7752717.0,8313976.999999999,8858713.0,9799795.0,10320809.0,11911123.0,11954313.0,13213806.0,11889159.0,12965971.0,14026843.0,7264852.0,7115066.0,Victoria,London Underground,Yes,,,,Yes
219,730.0,Totteridge & Whetstone,1649780.0,1806376.0,1777409.0,1856610.0,1977578.0,1918954.0,1950730.0,2241508.0,2334480.0,2232086.0,2416108.0,2418680.0,2523102.0,1030907.0,1064853.0,Northern,London Underground,Yes,,,,Yes
220,731.0,Tower Hill,19440284.0,20305884.0,21613184.0,21793837.0,21580404.0,22537607.0,23414868.0,26323869.0,22176713.0,21834402.0,19897981.0,21524392.0,20586761.0,4116750.0,7328488.0,"Circle, District",London Underground,Yes,,,,No
221,733.0,Tufnell Park,3243254.0,3345611.0,3695568.0,3750115.0,3545044.0,3676520.0,3939656.0,3939313.0,0.0,3707186.0,3895273.0,3980735.0,4051401.0,1360667.0,1540273.0,Northern,London Underground,Yes,,,,Yes
222,734.0,Turnham Green,5900459.0,5990843.0,5854068.0,5895915.0,5834401.0,6029833.0,6195486.0,6459118.0,6445923.0,5650263.0,5845936.0,5816381.0,5839620.0,2563212.0,2661114.0,"District, Piccadilly",London Underground,Yes,,,,Yes
223,735.0,Turnpike Lane,9764801.0,9874142.0,9619114.0,9389335.0,9800632.0,9597394.0,10291376.0,10768249.0,10790301.0,10857089.0,10162189.0,9948987.0,10603832.0,5636483.0,4494164.0,Piccadilly,London Underground,Yes,,,,Yes
224,736.0,Upminster,4568782.0,4393141.0,4426556.0,4433265.0,4556074.0,4731061.0,4959760.0,5156093.0,5140645.0,5339344.0,5871402.0,4878509.0,5360503.0,2673341.0,2532822.0,"District, London Overground",London Underground,Yes,,Yes,,No
225,737.0,Upminster Bridge,781195.0,934057.0,865150.0,888847.0,988524.0,1098183.0,1103760.0,1142293.0,1146772.0,1159376.0,1096940.0,1153892.0,1107953.0,786733.0,507765.0,District,London Underground,Yes,,,,No
226,738.0,Upney,1860916.0,1836609.0,1874111.0,1890002.0,2108190.0,2126671.0,2296702.0,2529793.0,2684747.0,2719998.0,2567807.0,2595098.0,2546936.0,1867666.0,1241844.0,District,London Underground,Yes,,,,No
227,739.0,Upton Park,8839416.0,9591732.0,10359133.0,10553113.0,11014585.0,10303814.0,10480206.0,11414450.0,11413623.0,10141620.0,9097854.0,9693275.0,9708180.0,6677841.0,4784244.0,"District, Hammersmith & City",London Underground,Yes,,,,No
228,740.0,Uxbridge,6485149.0,6932257.0,6753063.0,6707349.0,6910995.0,7176636.0,7587430.0,8074586.999999999,8341531.0,8452417.0,7980024.0,7914648.0,7992197.0,4034024.0,3486758.0,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
229,741.0,Victoria LU,76406467.0,78405628.0,77443767.0,79925297.0,82245550.0,82955798.0,84582132.0,86730599.0,82885560.0,83501204.0,75163165.0,82964036.0,85468928.0,22954962.0,33480926.0,"Circle, District, Victoria",London Underground,Yes,,,,Yes
230,742.0,Walthamstow Central,13742855.0,14161980.0,13436697.0,13752261.0,14316624.0,15089008.0,16681073.000000002,18052543.0,18333582.0,22766326.0,14881964.0,22877329.0,24588106.0,12760524.0,10608796.0,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
231,743.0,Wanstead,2211747.0,2263703.0,2200028.0,2375480.0,2571087.0,2560452.0,2732853.0,3089871.0,2903560.0,2960642.0,2804581.0,2703432.0,2771619.0,1137200.0,1181072.0,Central,London Underground,Yes,,,,Yes
232,744.0,Wapping,1560851.0,,,,,,,,,,,,,,,,,,,,,
233,745.0,Warren Street,14173778.0,14384031.0,14042137.0,13601582.0,15691440.0,16513849.0,17596565.0,19405419.0,19917362.0,20346625.0,19218263.0,19376983.0,18245765.0,7744299.0,7038704.0,"Northern, Victoria",London Underground,Yes,,,,Yes
234,746.0,Warwick Avenue,4223478.0,4256549.0,4230504.0,4309735.0,4304437.0,4309332.0,4622339.0,4508957.0,4501822.0,4506260.0,4047265.0,3912072.0,3999622.0,1682785.0,1673860.0,Bakerloo,London Underground,Yes,,,,No
235,747.0,Waterloo LU,74844290.0,77202884.0,75939796.0,81574061.0,84122881.0,88158546.0,89398131.0,91491846.0,95138374.0,100362256.0,86887788.0,77373119.0,82934325.0,16621546.0,29868623.0,"Bakerloo, Jubilee, Northern, Waterloo & City",London Underground,Yes,,,,Yes
236,748.0,Watford,1642268.0,1624730.0,1503697.0,1480796.0,1572122.0,1602068.0,1655119.0,1756514.0,1845823.0,1836559.0,1771435.0,1705035.0,1924615.0,1403495.0,955674.0,Metropolitan,London Underground,Yes,,,,No
237,751.0,Wembley Central,3198306.0,3503931.0,4227669.0,4369690.0,4562798.0,5175356.0,4592227.0,5524620.0,5789849.0,5769748.0,7372001.0,7312400.0,7486761.0,4667735.0,3697026.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
238,752.0,Wembley Park,11907214.0,10746151.0,9317709.0,9016104.0,9661884.0,10601914.0,11735107.0,14108508.0,14542576.0,15103629.0,15712048.0,15473222.0,15423884.0,8289529.0,7894562.0,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes
239,753.0,West Acton,1561062.0,1654921.0,1585885.0,1575369.0,1617609.0,1579949.0,1692583.0,1665631.0,1736847.0,1820883.0,1629156.0,1596024.0,1710258.0,835889.0,709948.0,Central,London Underground,Yes,,,,Yes
240,754.0,Westbourne Park,2872842.0,3108357.0,2898876.0,2734150.0,3033426.0,3366135.0,3734232.0,3727735.0,3794960.0,3978228.0,3928366.0,4018763.0,4132837.0,2253686.0,1823204.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
241,755.0,West Brompton,3776635.0,3714007.0,3715284.0,4167686.0,4245504.0,4537945.0,4610447.0,4470979.0,5168452.0,6098173.0,9406333.0,9247923.0,9123106.0,3746948.0,4811148.0,"District, London Overground",London Underground,Yes,,Yes,,No
242,756.0,West Finchley,1164231.0,1222994.0,1185327.0,1288475.0,1374749.0,1365343.0,1370913.0,1536049.0,1613941.0,1665191.0,1605581.0,1581383.0,1637337.0,685418.0,705772.0,Northern,London Underground,Yes,,,,Yes
243,757.0,West Ham,3168728.0,3054994.0,3123231.0,3389493.0,3418641.0,3271149.0,3400895.0,3508528.0,3814553.0,3459634.0,7511656.0,8049599.0,8074128.0,5322656.0,4724356.0,"District, DLR, Hammersmith & City, Jubilee",London Underground,Yes,,,Yes,Yes
244,758.0,West Hampstead LU,7459006.0,7364953.0,7448967.0,7452098.0,8234838.0,9713151.0,10159492.0,10590656.0,11160117.0,11039789.0,11207001.0,10317092.0,10488823.0,4955039.0,4472941.0,Jubilee,London Underground,Yes,,,,Yes
245,759.0,West Harrow,1149820.0,1186894.0,1199979.0,1095312.0,1075039.0,1103804.0,1130886.0,1201513.0,1329655.0,1489512.0,1453150.0,1596411.0,1281592.0,690469.0,560543.0,Metropolitan,London Underground,Yes,,,,No
246,760.0,West Kensington,4837806.0,4720808.0,4550984.0,4528704.0,4636878.0,4948504.0,5040507.0,5135720.0,5321523.0,5060671.0,4964196.0,4583968.0,4871929.0,2096566.0,2028753.0,District,London Underground,Yes,,,,No
247,761.0,Westminster,18362940.0,19048245.0,19080395.0,20148033.0,20776511.0,22085605.0,23501317.0,26032437.0,25614455.0,28378426.0,24219994.0,24497646.0,22560365.0,6463756.0,7699650.0,"Circle, District, Jubilee",London Underground,Yes,,,,Yes
248,762.0,West Ruislip,1253096.0,1299211.0,1495509.0,1677926.0,1640785.0,1611784.0,1600225.0,1558431.0,1564634.0,1666851.0,1634281.0,1435407.0,1557760.0,694477.0,708681.0,Central,London Underground,Yes,,,,No
249,763.0,Whitechapel,12426675.0,11549795.0,12144523.0,12694694.0,12622636.0,13038867.0,14448854.0,12890831.0,11702345.0,14369235.0,26888457.0,27139055.0,27096903.0,13568344.0,13781141.0,"District, Hammersmith & City, London Overground, TfL Rail",London Underground,Yes,Yes,Yes,,Yes
250,764.0,White City,7434800.0,9325579.0,7852459.0,8025485.0,7738266.0,7525342.0,7221772.0,7514462.0,7704418.0,8953281.0,8433511.0,8389590.0,9559843.0,4005703.0,4624537.0,Central,London Underground,Yes,,,,Yes
251,765.0,Willesden Green,8515734.0,8140465.000000001,7336090.0,7151021.0,7811402.0,8226925.0,8560802.0,8819034.0,8960771.0,8972604.0,8331012.0,7950840.0,7966014.0,4290015.0,3384122.0,Jubilee,London Underground,Yes,,,,Yes
252,766.0,Willesden Junction,3427780.0,3498314.0,3832266.0,3897197.0,3919012.0,3986948.0,4170593.0,4503851.0,4597796.0,4728227.0,14639647.0,15274045.0,15667181.0,10091460.0,8706051.0,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
253,767.0,Wimbledon,14761156.0,15062078.0,11468852.0,11672760.0,11748798.0,11953067.0,14195582.0,15298628.0,15631389.0,13395119.0,11956760.0,11900167.0,12528740.0,7040552.0,7056386.0,District,London Underground,Yes,,,,No
254,768.0,Wimbledon Park,2074186.0,2084037.0,2125523.0,2000460.0,1996939.0,2108810.0,2128289.0,1807402.0,1821025.0,1893927.0,2074785.0,2155334.0,2149788.0,1140075.0,1053984.0,District,London Underground,Yes,,,,No
255,769.0,Woodford,4247141.0,4348624.0,4477210.0,4454295.0,4894656.0,4859871.0,5585475.0,5870341.0,6034086.0,5692577.0,5682132.0,5619040.0,5862279.0,2754342.0,2663457.0,Central,London Underground,Yes,,,,No
256,770.0,Wood Green,10968194.0,10888104.0,10839539.0,10934845.0,11347719.0,11533740.0,12442500.0,13352231.0,13189190.0,13204130.0,12202222.0,11447694.0,12133990.0,6578240.0,5433153.0,Piccadilly,London Underground,Yes,,,,Yes
257,771.0,Woodside Park,2202877.0,2308025.0,2310474.0,2542957.0,2685672.0,2660242.0,2633565.0,2646926.0,2816775.0,2869951.0,3366132.0,4040169.0,4349739.0,1956318.0,2015727.0,Northern,London Underground,Yes,,,,Yes
258,773.0,Hammersmith (H&C),6786167.0,9173882.0,8599958.0,8676867.0,8889270.0,8637578.0,8957266.0,9719084.0,10703965.0,10567650.0,10318281.0,9836352.0,10252785.0,3929123.0,4225083.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
259,774.0,Edgware Road (Bak),3521080.0,3702217.0,3788217.0,3893325.0,4062214.0,4425113.0,0.0,4261079.0,4503184.0,5006662.0,4396642.0,4734969.0,4856904.0,2362854.0,2183058.0,Bakerloo,London Underground,Yes,,,,No
260,775.0,Shepherd's Bush Market,3418678.0,3583638.0,2959686.0,2874893.0,2999644.0,3257388.0,3438569.0,3662770.0,3412590.0,3569302.0,3530961.0,3426693.0,3375980.0,1499390.0,1656236.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
261,776.0,Pimlico,8018387.000000001,8411898.0,8391929.0,8236497.999999999,8788540.0,9907380.0,10212959.0,11419311.0,11264698.0,11485039.0,10422636.0,10282108.0,10813686.0,4243221.0,4058878.0,Victoria,London Underground,Yes,,,,Yes
262,777.0,Vauxhall LU,18822255.0,18557905.0,18301845.0,19296305.0,20871679.0,22842369.0,25146161.0,27509234.0,26834959.0,32234468.0,29257502.0,30407334.0,32303635.0,15463373.0,13623576.0,Victoria,London Underground,Yes,,,,Yes
263,778.0,Brixton LU,20577039.0,20927939.0,20879541.0,21276841.0,22509606.0,24823616.0,27221964.0,29373458.0,30830921.0,33460966.999999996,31107666.0,30303976.0,32032655.0,12735503.0,12831056.0,Victoria,London Underground,Yes,,,,Yes
264,779.0,Hatton Cross,3152254.0,2744396.0,2715123.0,2801153.0,2929341.0,2959643.0,3076485.0,3223047.0,3199955.0,3248674.0,3035400.0,3008769.0,3238018.0,1562318.0,1411470.0,Piccadilly,London Underground,Yes,,,,Yes
265,780.0,Heathrow Terminals 123 LU,9307489.0,8093306.999999999,8269094.000000001,7955415.0,7720762.0,7796187.0,8143722.0,4222451.0,7489313.0,7731054.0,7318073.0,7346448.0,7881446.0,1859318.0,2452747.0,Piccadilly,London Underground,Yes,,,,Yes
266,781.0,Heathrow Terminal 4 LU,2110256.0,1173324.0,1767759.0,2142085.0,2459358.0,2436725.0,2427793.0,7655649.0,2347501.0,2278746.0,2146778.0,2127743.0,2125220.0,0.0,0.0,Piccadilly,London Underground,Yes,,,,Yes
267,784.0,Southwark,8521360.0,9663065.0,10033484.0,10444575.0,11066974.0,11977082.0,13457338.0,14145874.0,17937654.0,17861867.0,15946577.0,15133433.0,14953717.0,3568419.0,5034192.0,Jubilee,London Underground,Yes,,,,Yes
268,787.0,Bermondsey,6560143.0,6654779.0,6378067.0,6603326.0,7379858.0,7999518.0,8639504.0,9379438.0,10163683.0,11068171.0,10083167.0,9416737.0,9448211.0,4400677.0,4176709.0,Jubilee,London Underground,Yes,,,,Yes
269,788.0,Canada Water,8949223.0,11428836.0,10610907.0,9009718.0,9906521.0,10724783.0,11557722.0,11814216.0,12777430.0,14438625.0,42491516.0,35059059.0,36470471.0,14301897.0,17950386.0,"Jubilee, London Overground",London Underground,Yes,,Yes,,Yes
270,789.0,North Greenwich,17280493.0,17761816.0,18103460.0,17728629.0,15700824.0,24171152.0,22398063.0,24272586.0,26377071.0,26452132.0,26585096.0,24549011.0,28280620.0,9641852.0,11279522.0,Jubilee,London Underground,Yes,,,,Yes
271,852.0,Canary Wharf LU,41622702.0,43509642.0,39616440.0,41526306.0,46590009.0,48043044.0,50046631.0,51809003.0,54441424.0,54785734.0,48576019.0,49813792.0,47685725.0,13355134.0,18288802.0,Jubilee,London Underground,Yes,,,,Yes
272,884.0,Canning Town,8098981.0,7982681.0,7834906.0,8223551.000000001,8710542.0,8737992.0,9784093.0,10100164.0,10916031.0,11913321.0,26514203.0,26460986.0,28393798.0,21331852.0,21144840.0,"DLR, Jubilee ",London Underground,Yes,,,Yes,Yes
273,599.0,Wood Lane,,3820056.0,3099767.0,3349472.0,3437870.0,3651658.0,3444011.0,3982886.0,3698414.0,3678778.0,3804000.0,4524340.0,4739497.0,1359848.0,2194795.0,"Circle, Hammersmith & City",London Underground,Yes,,,,No
274,783.0,Heathrow Terminal 5 LU,,3138596.0,2982239.0,3143925.0,3211111.0,3639976.0,4047773.0000000005,2125674.0,3902026.0,4452155.0,4247920.0,4178801.0,4476640.0,1173177.0,2027837.0,Piccadilly,London Underground,Yes,,,,Yes
275,504.0,Stratford International DLR,,,,,,,,,,,3565490.0,3689702.0,3931217.0,2283993.0,2623668.0,DLR,,,,,Yes,No
276,523.0,King George V,,,,,,,,,,,1647718.0,1705909.0,1859583.0,1402423.0,1237801.0,DLR,,,,,Yes,No
277,533.0,London City Airport,,,,,,,,,,,4411647.0,4501203.0,4683701.0,851219.0,1601328.0,DLR,,,,,Yes,No
278,538.0,Pontoon Dock,,,,,,,,,,,1609537.0,2628700.0,3175895.0,1285216.0,1794022.0,DLR,,,,,Yes,No
279,559.0,West Silvertown,,,,,,,,,,,2109077.0,1827325.0,1899803.0,1085312.0,1505609.0,DLR,,,,,Yes,No
280,573.0,Woolwich Arsenal,,,,,,,,,,,15515983.0,14587785.0,14589695.0,8083374.0,8491604.0,DLR,,,,,Yes,No
281,749.0,Stratford High Street,,,,,,,,,,,1143355.0,1178037.0,1183158.0,917986.0,888438.0,DLR,,,,,Yes,No
282,750.0,Abbey Road,,,,,,,,,,,1190535.0,1216448.0,1219247.0,860312.0,796342.0,DLR,,,,,Yes,No
283,842.0,Canary Wharf DLR,,,,,,,,,,,18007670.0,18160599.0,18319463.0,4222389.0,6634865.0,DLR,,,,,Yes,No
284,850.0,All Saints,,,,,,,,,,,2034156.0,2075415.0,2113995.0,1211243.0,1131935.0,DLR,,,,,Yes,No
285,851.0,Bow Church,,,,,,,,,,,3543715.0,3522329.0,3552013.0,2291713.0,1655934.0,DLR,,,,,Yes,No
286,853.0,Langdon Park,,,,,,,,,,,4058468.0,4216212.0,4405944.0,2492349.0,2768650.0,DLR,,,,,Yes,No
287,854.0,Crossharbour,,,,,,,,,,,4064583.0,3952397.0,4258652.0,2051762.0,2260969.0,DLR,,,,,Yes,No
288,855.0,Heron Quays,,,,,,,,,,,8677976.0,7916332.0,8150993.0,2308727.0,3857998.0,DLR,,,,,Yes,No
289,856.0,Island Gardens,,,,,,,,,,,2898807.0,2716573.0,2708635.0,1328528.0,1514372.0,DLR,,,,,Yes,No
290,857.0,Mudchute,,,,,,,,,,,2134183.0,2131157.0,2124149.0,1027512.0,1142393.0,DLR,,,,,Yes,No
291,858.0,Poplar,,,,,,,,,,,4713917.0,4567851.0,4967283.0,1135902.0,825604.0,DLR,,,,,Yes,No
292,859.0,Pudding Mill Lane,,,,,,,,,,,595193.0,763548.0,855872.0,619028.0,614843.0,DLR,,,,,Yes,No
293,860.0,Shadwell DLR,,,,,,,,,,,8539916.0,8499265.0,8862262.0,4061469.0,4667783.0,DLR,,,,,Yes,No
294,861.0,South Quay,,,,,,,,,,,5921106.0,6076155.0,6501819.0,1990713.0,2497386.0,DLR,,,,,Yes,No
295,862.0,Limehouse DLR,,,,,,,,,,,9390199.0,9231364.0,9780754.0,3958417.0,4798610.0,DLR,,,,,Yes,No
296,864.0,Tower Gateway,,,,,,,,,,,4485971.0,4780256.0,4905211.0,1344452.0,2401001.0,DLR,,,,,Yes,No
297,865.0,Westferry,,,,,,,,,,,4999283.0,4953763.0,5266544.0,2579546.0,3049242.0,DLR,,,,,Yes,No
298,866.0,West India Quay,,,,,,,,,,,1280769.0,1355439.0,1305312.0,296160.0,1329826.0,DLR,,,,,Yes,No
299,867.0,Devons Road,,,,,,,,,,,2372121.0,2468678.0,2624213.0,1418974.0,1447472.0,DLR,,,,,Yes,No
300,879.0,Cutty Sark,,,,,,,,,,,7430815.0,6747837.0,7083717.0,2561980.0,3920658.0,DLR,,,,,Yes,No
301,882.0,Blackwall,,,,,,,,,,,1924981.0,1879514.0,1973374.0,901590.0,1097865.0,DLR,,,,,Yes,No
302,883.0,East India,,,,,,,,,,,3662137.0,3637806.0,3878104.0,1703338.0,2333112.0,DLR,,,,,Yes,No
303,886.0,Royal Victoria,,,,,,,,,,,4935448.0,3883072.0,3968052.0,2219789.0,2286632.0,DLR,,,,,Yes,No
304,887.0,Custom House,,,,,,,,,,,0.0,2242447.0,2205585.0,774342.0,2065445.0,"DLR, TfL Rail",,,Yes,,Yes,No
305,888.0,Prince Regent,,,,,,,,,,,3068336.0,2584885.0,2438593.0,952650.0,1381287.0,DLR,,,,,Yes,No
306,889.0,Star Lane,,,,,,,,,,,1493352.0,1486202.0,1504172.0,1135766.0,970623.0,DLR,,,,,Yes,No
307,890.0,Royal Albert,,,,,,,,,,,1778768.0,1759509.0,1821951.0,642156.0,798208.0,DLR,,,,,Yes,No
308,891.0,Beckton Park,,,,,,,,,,,688907.0,732001.0,508725.0,165824.0,287548.0,DLR,,,,,Yes,No
309,893.0,Cyprus,,,,,,,,,,,1888241.0,1859018.0,1993882.0,877612.0,1138664.0,DLR,,,,,Yes,No
